OBJECTID,NHSD_OPERATIONALSTATUS,NHSD_ORGANISATION_NAME,NHSD_ADDRESS,NHSD_SUBURB,NHSD_STATE,NHSD_POSTCODE,NHSD_LONG,NHSD_LAT,NHSD_SERVICE_ID,NHSD_SERVICE_TYPE,GNAF_ADDRESS_DETAIL_PID,GA_CLASS,GA_SOURCE_DATE
1220,active,Westcare Medical,3 West Terrace Bankstown NSW 2200,Bankstown,NSW,2200,151.0366516,-33.9187851,64e94d2a-4e54-0a28-2ede-00f676962685,General practice service,GANSW704014440,GENERAL PRACTICE,2024-03-05
1221,active,Balcatta Medical Group,279 Wanneroo Road Balcatta WA 6021,Balcatta,WA,6021,115.8319938,-31.8741043,a104cb69-3f2d-bd9e-edf9-207e3500d1ea,General practice service,,GENERAL PRACTICE,2024-03-05
1222,active,Temple Hills Medical Centre,2 Devlaw Drive Doncaster East VIC 3109,Doncaster East,VIC,3109,145.1725311,-37.76630402,c1ce617d-8c6f-2246-53b3-78b073c69418,General practice service,GAVIC420709923,GENERAL PRACTICE,2024-03-05
1223,active,Green Door Medical Bargo,1 Noongah Street Bargo NSW 2574,Bargo,NSW,2574,150.57913,-34.290843,e08eea17-7a85-4a49-feee-21f2f2882f6b,General practice service,GANSW704019393,GENERAL PRACTICE,2024-03-05
1224,active,Thompson Road Clinic,2 Woodbine Road Cranbourne North VIC 3977,Cranbourne North,VIC,3977,145.2795868,-38.08211517,49a9888f-d090-200b-fbd1-22ce42386f26,General practice service,GAVIC421470950,GENERAL PRACTICE,2024-03-05
1225,active,Doctors On Thompsons Road,306 Thompsons Road Templestowe Lower VIC 3107,Templestowe Lower,VIC,3107,145.107231,-37.76662,e6dedaa7-ab52-4242-f271-784cc2793e9f,General practice service,GAVIC421038940,GENERAL PRACTICE,2024-03-05
1226,active,Ochre Medical Centre - Calwell,7 Webber Crescent Calwell ACT 2905,Calwell,ACT,2905,149.1141205,-35.43458939,69bfe742-b92c-11c0-9b34-33e779d7bcfe,General practice service,,GENERAL PRACTICE,2024-03-05
1227,active,Grow Medical Group,2 Boomerang Loop Banksia Grove WA 6031,Banksia Grove,WA,6031,115.811647,-31.69071704,77ea47cd-79ad-443a-b717-8ce2776163f4,General practice service,,GENERAL PRACTICE,2024-03-05
1228,active,Caloundra Health Hub,68 Bulcock Street Caloundra QLD 4551,Caloundra,QLD,4551,153.1313019,-26.80499458,e5282faa-44b2-db73-35eb-84184b4155b9,General practice service,,GENERAL PRACTICE,2024-03-05
1229,active,Grand Pacific Health Centre - Nowra,107 Scenic Drive Nowra NSW 2541,Nowra,NSW,2541,150.6004333,-34.86710358,b9f578d2-32fd-4ec0-ae55-8ed38c21c673,General practice service,,GENERAL PRACTICE,2024-03-05
1230,active,Australian GP Group Warilla,43-57 Shellharbour Road Warilla NSW 2528,Warilla,NSW,2528,150.862981,-34.546821,218966d5-d164-4fd7-a152-7a684b5ab954,General practice service,,GENERAL PRACTICE,2024-03-05
1231,active,Stratford Medical Centre,1 Kamerunga Road Stratford QLD 4870,Stratford,QLD,4870,145.7337494,-16.87542915,79e05ac9-7500-340e-e19b-ffaa142a17ed,General practice service,GAQLD720045449,GENERAL PRACTICE,2024-03-05
1232,active,Family Doctors at Tuggerah,50 Wyong Road Tuggerah NSW 2259,Tuggerah,NSW,2259,151.411908,-33.308572,13a88973-bcc0-4670-6eef-28b3229a175a,General practice service,GANSW711741967,GENERAL PRACTICE,2024-03-05
1233,active,Wamuran Doctors,1100 D'aguilar Highway Wamuran QLD 4512,Wamuran,QLD,4512,152.8595276,-27.04004097,6bffae6c-0575-360c-f0d2-d03cef1844fb,General practice service,,GENERAL PRACTICE,2024-03-05
1234,active,Kuraby Station Surgery,1363 Beenleigh Road Kuraby QLD 4112,Kuraby,QLD,4112,153.090973,-27.60519,a31b5470-d153-a5b7-0cce-a558874c88b5,General practice service,GAQLD156073490,GENERAL PRACTICE,2024-03-05
1235,active,Central City Medical Centre,378 Wellington Street Perth WA 6000,Perth,WA,6000,115.8603592,-31.95161629,b1d4793f-4972-6313-686f-bfe2f5bedf2f,General practice service,GAWA_718525384,GENERAL PRACTICE,2024-03-05
1236,active,Coolum Beach Health Centre,20 Elizabeth Street Coolum Beach QLD 4573,Coolum Beach,QLD,4573,153.0888455,-26.52874579,35e219fd-f7f6-4e2e-9aec-00cfb82c53a3,General practice service,GAQLD720663839,GENERAL PRACTICE,2024-03-05
1237,active,Labuan Square Medical Centre,19 Labuan Square Norlane VIC 3214,Norlane,VIC,3214,144.3603668,-38.09645462,e20e80ff-bd91-e898-5e8e-07a40d2810f8,General practice service,GAVIC421747607,GENERAL PRACTICE,2024-03-05
1238,active,Dr L Kodsi Surgery,35 Luxford Road Mount Druitt NSW 2770,Mount Druitt,NSW,2770,150.820691,-33.76481,28d6b3de-c5c5-49cc-13cf-1e1a1932d3a0,General practice service,,GENERAL PRACTICE,2024-03-05
1239,active,Wyong Family Practice,152-156 Pacific Highway Tuggerah NSW 2259,Tuggerah,NSW,2259,151.4203186,-33.29953003,811f2119-f768-e359-33d1-ed183ff1ca79,General practice service,,GENERAL PRACTICE,2024-03-05
1240,active,Dunn Bay Surgery,33 Chieftain Crescent Dunsborough WA 6281,Dunsborough,WA,6281,115.1082687,-33.6169281,79a504fc-1bb7-355b-6f63-530424fe779c,General practice service,,GENERAL PRACTICE,2024-03-05
1241,active,Raworth Medical,1 Laurel Lane Singleton NSW 2330,Singleton,NSW,2330,151.1682892,-32.56529236,803f77e8-0d95-1844-8869-b5bb63f3b87b,General practice service,GANSW717673720,GENERAL PRACTICE,2024-03-05
1242,active,Eastlakes Medical Centre,136 Pacific Highway Swansea NSW 2281,Swansea,NSW,2281,151.6382294,-33.08863068,538829ae-4e26-ad2f-91aa-da9dd1190baf,General practice service,GANSW706073567,GENERAL PRACTICE,2024-03-05
1243,active,Medicine On Maple,15 Maple Street Maleny QLD 4552,Maleny,QLD,4552,152.8519592,-26.75876617,6f7e5455-eccd-297a-3989-f913798bd020,General practice service,GAQLD162746219,GENERAL PRACTICE,2024-03-05
1244,active,Central Health Alliance,1 Technology Place Williamtown NSW 2318,Williamtown,NSW,2318,151.843277,-32.8104248,9b3713d3-eb99-0094-a361-38d5913e2753,General practice service,GANSW718774227,GENERAL PRACTICE,2024-03-05
1245,active,Murrin Bridge Aboriginal Health Service,10 Foster Street Lake Cargelligo NSW 2672,Lake Cargelligo,NSW,2672,146.3752899,-33.29878616,00578120-671f-5ea5-efa4-623dd90a7050,General practice service,GANSW712789306,GENERAL PRACTICE,2024-03-05
1246,active,Golden Bay Medical Centre,3 Yuin Street Golden Bay WA 6174,Golden Bay,WA,6174,115.7535782,-32.42565536,7de667fc-272f-7644-3ed3-e30470f4ae7d,General practice service,GAWA_160670633,GENERAL PRACTICE,2024-03-05
1247,active,Infinity Medical Centre,Corner Meadows And Cabramatta Road Cabramatta West NSW 2166,Cabramatta West,NSW,2166,150.9030457,-33.89479828,2d72c862-8433-f325-f5cf-c57fc29d8af2,General practice service,,GENERAL PRACTICE,2024-03-05
1248,active,Milsons Point Medical Centre,80 Alfred Street Milsons Point NSW 2061,Milsons Point,NSW,2061,151.2112122,-33.84626007,d7cb46c4-a102-e954-9fa3-e602e9d08ba1,General practice service,,GENERAL PRACTICE,2024-03-05
1249,active,Granada Medical Practice,70 Attfield Street Maddington WA 6109,Maddington,WA,6109,115.9804993,-32.05200958,18c33faf-fee8-3872-6357-db5f64ae200b,General practice service,GAWA_146793382,GENERAL PRACTICE,2024-03-05
1250,active,Harbour City Family Practice,121 Toolooa Street South Gladstone QLD 4680,South Gladstone,QLD,4680,151.2691956,-23.8574028,ba981c40-3f41-3610-05f1-38b9a650e9c3,General practice service,GAQLD160350564,GENERAL PRACTICE,2024-03-05
1251,active,The Centre for Health and Wellbeing,38 The Parade Norwood SA 5067,Norwood,SA,5067,138.6268311,-34.92190552,af41bf0e-4e34-16bf-4e65-3eba0e00ae21,General practice service,GASA_415401862,GENERAL PRACTICE,2024-03-05
1252,active,Highgate Hill Doctors,196 Gladstone Road Highgate Hill QLD 4101,Highgate Hill,QLD,4101,153.0223389,-27.49337196,39de481f-e1ec-55c6-c46f-a07259525d0d,General practice service,GAQLD155258996,GENERAL PRACTICE,2024-03-05
1253,active,Wolli Creek Family Practice,2 Magdalene Terrace Wolli Creek NSW 2205,Wolli Creek,NSW,2205,151.1537018,-33.92991638,6944443f-322e-4507-1dbe-724acff419f9,General practice service,GANSW717580166,GENERAL PRACTICE,2024-03-05
1254,active,The Family Practice at The Gap,1000 Waterworks Road The Gap QLD 4061,The Gap,QLD,4061,152.9523926,-27.44662857,152d16c8-77d5-9ceb-d46c-8498ee2f90c2,General practice service,,GENERAL PRACTICE,2024-03-05
1255,active,Bateman Medical Centre,24 Parry Avenue Bateman WA 6150,Bateman,WA,6150,115.8477554,-32.05508041,bb65372e-1b53-4b41-2b8a-a69e58ad4b65,General practice service,,GENERAL PRACTICE,2024-03-05
1256,active,West End Medical Practice,38 Russell Street West End QLD 4101,West End,QLD,4101,153.0136719,-27.47926712,c794614c-00cd-5e73-ca78-0e0b22d6a0b2,General practice service,,GENERAL PRACTICE,2024-03-05
1257,active,Whitsunday Doctors Service Proserpine,35 Chapman Street Proserpine QLD 4800,Proserpine,QLD,4800,148.583313,-20.40348244,5ac9cc0f-b9fb-6e1d-6fa5-a6b88cbf2feb,General practice service,GAQLD157009556,GENERAL PRACTICE,2024-03-05
1258,active,Coombabah Family Practice,21 Hansford Rd Coombabah QLD 4216,Coombabah,QLD,4216,153.385836,-27.89952,a7447fea-6e6a-2373-1bdf-6999b7963028,General practice service,GAQLD156470523,GENERAL PRACTICE,2024-03-05
1259,active,Medeco Medical Centre,535 High Street Penrith NSW 2750,Penrith,NSW,2750,150.6945608,-33.75262134,ddaa084f-7360-4a66-d51b-e9e0efd16087,General practice service,,GENERAL PRACTICE,2024-03-05
1260,active,Hopetoun Medical Clinic,10 Mitchell Place Hopetoun VIC 3396,Hopetoun,VIC,3396,142.3665161,-35.73191452,d14e2244-f64c-6ec6-0134-2ca374d69221,General practice service,,GENERAL PRACTICE,2024-03-05
1261,active,ProHealthCare - Beverley,678 Port Road Beverley SA 5009,Beverley,SA,5009,138.5480042,-34.88990021,f76e958c-8564-b057-c2a2-dfb83a96949e,General practice service,GASA_416489797,GENERAL PRACTICE,2024-03-05
1262,active,Divine Medical Centre - Bundaberg,56 Walker Street Walkervale QLD 4670,Walkervale,QLD,4670,152.3549126,-24.8793198,11901b85-d34c-48ea-96eb-421c8a4e5c15,General practice service,GAQLD162238378,GENERAL PRACTICE,2024-03-05
1263,active,Cammeray Medical Practice,450 Miller Street Cammeray NSW 2062,Cammeray,NSW,2062,151.209198,-33.82327652,b1e91680-c489-0917-2841-fe6991b1ee33,General practice service,,GENERAL PRACTICE,2024-03-05
1264,active,Myhealth Medical Centre - Eastwood,160 Rowe Street Eastwood NSW 2122,Eastwood,NSW,2122,151.0813751,-33.79219055,8664ac07-af09-2fe2-607e-dda92fc3a517,General practice service,,GENERAL PRACTICE,2024-03-05
1265,active,Kent Street Medical Centre,254 Kent Street Maryborough QLD 4650,Maryborough,QLD,4650,152.7068939,-25.54112244,2c5bf831-857b-3870-5060-934204dea987,General practice service,,GENERAL PRACTICE,2024-03-05
1266,active,Harrisdale Medical Centre,120 Yellowwood Avenue Harrisdale WA 6112,Harrisdale,WA,6112,115.9242096,-32.12774277,4abbb6c2-fef5-672e-1821-14963ce2674a,General practice service,,GENERAL PRACTICE,2024-03-05
1267,active,Casuarina Health & Medical,482 Casuarina Way Casuarina NSW 2487,Casuarina,NSW,2487,153.5722198,-28.29376411,93846b59-b151-a9ce-0a85-378840c30e26,General practice service,,GENERAL PRACTICE,2024-03-05
1268,active,Central Prahran Surgery,181 Chapel Street Prahran VIC 3181,Prahran,VIC,3181,144.9931128,-37.85151514,a27cb68d-0252-658c-bd5b-2a21b0b9b023,General practice service,,GENERAL PRACTICE,2024-03-05
1269,active,Green Apple Family Medical Practice,165 Old South Road Old Reynella SA 5161,Old Reynella,SA,5161,138.5394287,-35.09284592,a879d792-2bd6-6b4f-a19a-29c13c28f707,General practice service,,GENERAL PRACTICE,2024-03-05
1270,active,Family Medical Practice - Para Vista,93 Milne Road Para Vista SA 5093,Para Vista,SA,5093,138.6620026,-34.81850052,6559abf7-ddb4-fc28-87bf-44ece4a0a21d,General practice service,GASA_416802599,GENERAL PRACTICE,2024-03-05
1271,active,Falcon Grove Medical Centre,609 Old Coast Road Falcon WA 6210,Falcon,WA,6210,115.6630096,-32.58108139,89f9f448-f838-9d08-7324-b54420f10740,General practice service,,GENERAL PRACTICE,2024-03-05
1272,active,CQ Doctors Upper Dawson Road,24 Upper Dawson Road Allenstown QLD 4700,Allenstown,QLD,4700,150.5023193,-23.3905735,1afc9d11-3483-8197-3769-3bf4df03438b,General practice service,,GENERAL PRACTICE,2024-03-05
1273,active,Woodycupaldiya Community Health Centre,Via Daly River Road Nemarluk NT 0822,Nemarluk,NT,822,130.0019684,-13.85860062,92ecd53c-ff08-67bb-4ed8-8d9b091c872e,General practice service,,GENERAL PRACTICE,2024-03-05
1274,active,Pro Health Care - Walkerville ,70 Walkerville Terrace Walkerville SA 5081,Walkerville,SA,5081,138.6152954,-34.89701843,17de0bb8-1a2d-0286-1d7d-997383861b28,General practice service,GASA_415697576,GENERAL PRACTICE,2024-03-05
1275,active,Trinity Medical Centre,24 Piccadilly Street Piccadilly WA 6430,Piccadilly,WA,6430,121.4697723,-30.73921394,dbd47c85-789c-1088-4add-6a90d6676aee,General practice service,GAWA_147027214,GENERAL PRACTICE,2024-03-05
1276,active,Tarneit Doctors,313 Hogans Road Tarneit VIC 3029,Tarneit,VIC,3029,144.66426,-37.8610671,318eba96-642a-4f6c-967b-ad502052d9cc,General practice service,,GENERAL PRACTICE,2024-03-05
1277,active,The Cottage Medical Centre,222 Torquay Road Grovedale VIC 3216,Grovedale,VIC,3216,144.3417358,-38.20075989,801f6c44-292b-6c85-e9ac-9b518f9235f9,General practice service,GAVIC719001018,GENERAL PRACTICE,2024-03-05
1278,active,Church Avenue Medical Centre,8 Church Avenue Armadale WA 6112,Armadale,WA,6112,116.0189819,-32.15188217,e69d6710-3fb0-4c14-6c04-58af5af7bb22,General practice service,,GENERAL PRACTICE,2024-03-05
1279,active,DM Clinic Mulgrave,Corner Police Road & Jackson Road Mulgrave VIC 3170,Mulgrave,VIC,3170,145.192459,-37.937576,1f2edfd9-5af9-7923-1c43-49cfe2442ffd,General practice service,,GENERAL PRACTICE,2024-03-05
1280,active,Brewarrina Aboriginal Health Service,5-7 Sandon Street Brewarrina NSW 2839,Brewarrina,NSW,2839,146.8561249,-29.96115875,1b5a924c-2dc2-3c77-7918-cdf951beb7db,General practice service,GANSW704214532,GENERAL PRACTICE,2024-03-05
1281,active,Ibuki Health and Wellness,6 Quamby Place Noosa Heads QLD 4567,Noosa Heads,QLD,4567,153.0773926,-26.39160919,f77b206d-28d3-73e6-e26a-8ca0c6c4e0b6,General practice service,GAQLD424869559,GENERAL PRACTICE,2024-03-05
1282,active,Drs Danh and Margaret Nguyen,17-19 Hill End Road Doonside NSW 2767,Doonside,NSW,2767,150.8698883,-33.76285553,0794e997-155b-cb53-b057-22c2eceb7819,General practice service,,GENERAL PRACTICE,2024-03-05
1283,active,GP Plus Health Care Centre - Elizabeth,16 Playford Boulevard Elizabeth SA 5112,Elizabeth,SA,5112,138.671463,-34.71719742,cad2bcce-f1d4-019b-1ac2-ca390031554b,General practice service,GASA_424735569,GENERAL PRACTICE,2024-03-05
1284,active,Mountain Creek Medical Centre,Corner Golf Links Road And Karawatha Drive Mountain Creek QLD 4557,Mountain Creek,QLD,4557,153.0919952,-26.69199944,dd7ab898-1b19-cca8-fc24-dfe0e27e6b5e,General practice service,,GENERAL PRACTICE,2024-03-05
1285,active,Dr Alameddin Surgery,2 Wangee Road Lakemba NSW 2195,Lakemba,NSW,2195,151.0759735,-33.91732788,f59ce064-511b-ec18-ee0b-6dc33e4bdc35,General practice service,GANSW705168295,GENERAL PRACTICE,2024-03-05
1286,active,Kardinia Health,2-18 Colac Road Belmont VIC 3216,Belmont,VIC,3216,144.3260193,-38.19007874,c1478551-7b05-2199-db01-2bd64842bf6c,General practice service,,GENERAL PRACTICE,2024-03-05
1287,active,Riverton Medical Practice,23 Moorhouse Terrace Riverton SA 5412,Riverton,SA,5412,138.7428894,-34.15995407,e2a7c36e-533d-8ff0-bb41-74ba4c0d28f1,General practice service,GASA_417106434,GENERAL PRACTICE,2024-03-05
1288,active,Bringelly Family Medical Practice,31 Wentworth Road Bringelly NSW 2556,Bringelly,NSW,2556,150.7323328,-33.94103581,52386991-3784-2034-63c8-7c4026c78da2,General practice service,GANSW720636130,GENERAL PRACTICE,2024-03-05
1289,active,St Anthony Medical Centre,194 Guildford Road Guildford NSW 2161,Guildford,NSW,2161,150.9929047,-33.85564804,d09c004c-4c42-2706-b372-9308f483d4c6,General practice service,GANSW704910739,GENERAL PRACTICE,2024-03-05
1290,active,Loxton Health Centre,11 Anzac Crescent Loxton SA 5333,Loxton,SA,5333,140.5738068,-34.45412064,3cd4dedc-6a18-af80-1f5b-a17ad592322e,General practice service,,GENERAL PRACTICE,2024-03-05
1291,active,Corfield Doctors Surgery,288 Corfield Street Gosnells WA 6110,Gosnells,WA,6110,115.9993591,-32.08931732,0a5bfbf4-8eef-b648-cd43-9f05c4652544,General practice service,GAWA_146833691,GENERAL PRACTICE,2024-03-05
1292,active,Jean Hailes at Epworth Freemasons,412 Victoria Parade East Melbourne VIC 3002,East Melbourne,VIC,3002,144.9852753,-37.8096199,9fe70d12-5712-4514-6826-98e7c0be03e8,General practice service,GAVIC423760007,GENERAL PRACTICE,2024-03-05
1293,active,Dr Linda Morton,109 Falcon Street Crows Nest NSW 2065,Crows Nest,NSW,2065,151.2056885,-33.8286972,3a80d1e8-d05c-90b7-55c3-ccaacf9e6df2,General practice service,GANSW704519675,GENERAL PRACTICE,2024-03-05
1294,active,Yeronga Medical Centre,429 Fairfield Road Yeronga QLD 4104,Yeronga,QLD,4104,153.0171051,-27.51631355,bc465ede-bcb2-a798-a917-4e37dbbd84a8,General practice service,,GENERAL PRACTICE,2024-03-05
1295,active,Myhealth Corio,Bacchus Marsh & Purnell Road Corio VIC 3214,Corio,VIC,3214,144.3559723,-38.0750885,d8ce806a-d9a7-e6d1-2ae1-5f3bfadca811,General practice service,,GENERAL PRACTICE,2024-03-05
1296,active,Our Medical Ashmore,566 Olsen Avenue Ashmore QLD 4214,Ashmore,QLD,4214,153.38105,-27.97684,c8a46f3f-b874-4fd1-9588-9fce1ae026e2,General practice service,,GENERAL PRACTICE,2024-03-05
1297,active,Eckersley Medical Centre,1 Eckersley Avenue Buderim QLD 4556,Buderim,QLD,4556,153.070694,-26.68371391,059eb9e6-66b4-dd0f-2910-1ffe62676d8e,General practice service,,GENERAL PRACTICE,2024-03-05
1298,active,Third Avenue Surgery,779 Beaufort Street Mount Lawley WA 6050,Mount Lawley,WA,6050,115.8789825,-31.92674828,2e4e6945-f53a-17f7-dfe4-4ab9a021fe79,General practice service,GAWA_146636908,GENERAL PRACTICE,2024-03-05
1299,active,Eastbrooke Medical Centre - Southern Highlands,4-10 Funston Street Bowral NSW 2576,Bowral,NSW,2576,150.4131012,-34.48396301,afb17717-8953-4679-6ed5-424010cd6cfc,General practice service,,GENERAL PRACTICE,2024-03-05
1300,active,Niddrie Clinic,10 Carrington Road Niddrie VIC 3042,Niddrie,VIC,3042,144.8908997,-37.73754883,69f4e8db-8d74-faa3-1926-cc6949445e2f,General practice service,GAVIC419861201,GENERAL PRACTICE,2024-03-05
1301,active,Bedourie Primary Health Centre,21 Kepler Street Bedourie QLD 4829,Bedourie,QLD,4829,139.4669895,-24.3570041,1ec43e7c-6897-47bd-9e32-c9b27fe18f18,General practice service,,GENERAL PRACTICE,2024-03-05
1302,active,5 White Street Surgery,5 White Street Jannali NSW 2226,Jannali,NSW,2226,151.065979,-34.01692581,5a157561-2c95-689e-5779-344c5ac3b46d,General practice service,GANSW705037025,GENERAL PRACTICE,2024-03-05
1303,active,Arena Medical Centre,4 Cardinia Road Officer VIC 3809,Officer,VIC,3809,145.4357435,-38.0638469,b1d40544-a6e4-4964-b3e1-aa08b81e98cb,General practice service,,GENERAL PRACTICE,2024-03-05
1304,active,Fremantle Family Doctors - Hilton (South Street),283 South Street Hilton WA 6163,Hilton,WA,6163,115.7810211,-32.06362534,a556ac4f-33db-7cd4-51f8-0430cd4eaa48,General practice service,GAWA_146761467,GENERAL PRACTICE,2024-03-05
1305,active,Box Hill Superclinic,810 Whitehorse Road Box Hill VIC 3128,Box Hill,VIC,3128,145.1153717,-37.81742859,2fb9bb05-fd51-f34c-7cb6-a09b3745a662,General practice service,,GENERAL PRACTICE,2024-03-05
1306,active,My HealthCity Pimpama,5 Attenborough Boulevard Pimpama QLD 4209,Pimpama,QLD,4209,153.2902679,-27.81906509,3fe77806-4d2a-85aa-ba6d-bd21d33ff052,General practice service,,GENERAL PRACTICE,2024-03-05
1307,active,Jimboomba Medical Centre,"Lot 1, 69 Cerina Circuit Jimboomba QLD 4280",Jimboomba,QLD,4280,153.0247386,-27.8372059,1042f4a9-b999-d0dc-514a-1d67c9df59b7,General practice service,,GENERAL PRACTICE,2024-03-05
1308,active,Myhealth Ashmore Plaza,160 Cotlew Street Ashmore QLD 4214,Ashmore,QLD,4214,153.383255,-27.9871006,852794cd-2d78-2428-a409-b92f674049d5,General practice service,GAQLD159616832,GENERAL PRACTICE,2024-03-05
1309,active,Elizabeth Street Medical Centre,5 Mitchell Street Acacia Ridge QLD 4110,Acacia Ridge,QLD,4110,153.0263062,-27.58921432,293fbe81-5fe5-5a1d-2b59-c1ecbcc37663,General practice service,GAQLD154919690,GENERAL PRACTICE,2024-03-05
1310,active,Balwyn Road Medical Centre,249f Belmore Road Balwyn North VIC 3104,Balwyn North,VIC,3104,145.0837116,-37.80330726,c1c63b2b-0152-9841-a778-9b7e588244d0,General practice service,GAVIC421030355,GENERAL PRACTICE,2024-03-05
1311,active,Horizon Doctors,65 Bayswater Road Croydon VIC 3136,Croydon,VIC,3136,145.2718439,-37.8069337,df954382-2bb0-44b7-8d47-15c00485221f,General practice service,GAVIC421954873,GENERAL PRACTICE,2024-03-05
